St: 001001; Bosphorus, Teknik Grup
St: 002137; Molina Punta, MeteoStar Team
St: 002138; Montaña, MeteoStar Team
St: 002139; Wiliberg, Wiliberg
St: 002140; 's-Gravendeel, tonvandenbosch
St: 002141; Jake's Hill, Paeroa, ... data by https://adrenalinealley.co.nz
St: 002142; Solliès-Pont, WS2812
St: 002143; Lag. Jose Ignacio, Maldonado, Z’s Point
St: 002144; Cornudella de Montsant, MeteoCDM
St: 002145; Los Angeles de San Rafael, Marod
St: 002146; Umm Al Quwain, Kite Beach Center
St: 002147; Spain, Balearic Islands, Buñola, 1130
St: 002148; Canelones, Santa Ana, Bocha's Santa Ana
St: 002149; Peterson lake road, Weatherflow Collierville
St: 002150; Hillsdale E 64th Tacoma,WA, RABrand
St: 002151; Pico Aspe
St: 002152; Hahnenkamm Höfen, Hahnenkamm Stütze
St: 002153; Höfen Tirol, Hahnenkamm Grat
St: 002154; Proyecto MEGA, MeteoStar
St: 002155; Kearny, NJ, MDAC
St: 002156; Hacienda Buena Suerte, HBS
St: 002157; Gašparac, paragliding TakeOff, PK Leteći medvjedići
St: 002158; Bjelopolje, paragliding TakeOff, PK Leteći medvjedići
St: 002159; Proyecto MEGA, MeteoStar
St: 002160; Bottelier, Jochem Geurts
St: 002161; Beit Yanai Asa Bro, Asa Bro Club
St: 002162; Vila das Lajes 9760, Lajes JR
St: 002163; Hospital Hill, Waihi, ... data by https://adrenalinealley.co.nz
St: 002164; PUENTE URUBO, MeteoStar
St: 002165; Ranelagh Sailing Club, RanelaghSC
St: 002166; Cape Verde - Kitebeach, Mitu&Djo
St: 002167; Feu de Kerroch, Feu de Kerroch
St: 002168; Bekkjarvik, selbjørn
St: 002169; Bekkjarvik, Harald Atle Drivenes
St: 002170; Bekkjarvik, Harald Atle Drivenes
St: 002171; SOURCE 2, ISAINTDE123
St: 002172; San Ignacio, MeteoStar
St: 002173; Ciudades Correntinas, MeteoStar Team
St: 002174; Dr. Nicolini, MeteoStar Team
St: 002175; San Ignacio, MeteoStar Team
St: 002176; Bekkjarvik, Bekkjarvik
St: 002177; Bekkjarvik, austevoll
St: 002178; drivenes, Harald Atle Drivenes
St: 002179; Park Slope, Brooklyn, SharmaHall
St: 002180; SOURCE 2, SOURCE 2
St: 002181; Elche - Nuevo Altabix, Elche - Nuevo Altabix
St: 002182; Oravské Veselé, SnowkiteOrava.com
St: 002183; South Anchorage, Alaska, USA, EW8346
St: 002184; USA, CA, El Cajon, El Cap - SDHGPA
St: 002185; USA, California, Pauma Valley, Palomar - SDHGPA
St: 002186; USA, CA, Pine Valley, Horse - SDHGPA
St: 002187; USA, CA, San Diego, Little Black -SDHGPA
St: 002188; USA, CA, Julian, Laguna - SDHGPA
St: 002189; Pinamar, Telpin station
St: 002190; biegi, Mirek Adamus
St: 002191; Grimwith, YDSC
St: 002192; SOURCE 2, SOURCE 2
St: 002193; Skrzyczne Paragliding, 1161
St: 002194; Bal San cayetano, Los Caballitos
St: 002195; Sydney Australia, 1142
St: 002196; RBSC, RBSCWeather
St: 002197; Eilat - Reef Raf, Asa Bro
St: 002198; Bergehalde Ensdorf, Halde Ensdorf
St: 002199; Altdorf b. Nürnberg, Grünsberg
St: 002200; Caguas Norte, Caguas Norte
St: 002201; Möhlau, Gräfenhainichen, Möhlau, Werkstatt im Wald
St: 002202; Kitesurf Gandia Club (KGC), Kitesurf Gandia Club
St: 002203; Marenys de Rafalcaid, Kitesurf Gandia Club (KGC)
St: 002204; University of Ioannina, UOI
St: 002205; Cuesta del Viento, Playa Lamaral
St: 002206; Serena Beach, Serena Beach
St: 002207; Switzerland, Wald ZH, Alp Scheidegg Top
St: 002208; Plaza Huincul, MeteoStar Team
St: 002209; Koh Phangan - Thong Sala Beach, KBA Kiteboarding Centre - Koh Phangan
St: 002210; Munlochy, MillbankPWS-1chip
St: 002211; Stettelberg, Stettelberg
St: 002212; Benone Strand, Limavady, County Londonderry, Magilligan
St: 002213; Wijk aan Zee
St: 002214; Unknown spot, Unknown WG Station
St: 002215; Nieuwkoop (Zuidhoek), Weerstation Nieuwkoop
St: 002216; Candioti Norte, Est.Belgrano
St: 002217; Canton Georgia, Blue Door Farm
St: 002218; Cesarea Sdot Yam, Freegull Sea Sports
St: 002219; Calabria, Italy, Gizzeria Lido, Hang Loose Beach
St: 002220; Aloe Ridge Farm, Aloe Ridge AWS
St: 002221; 
St: 002222; Carnon-Plage, Yacht Club Mauguio-Carnon
St: 002223; Sempach, B-Events / Reto Burger
St: 002224; Gandia, Kitesurf Gandia Club (KGC)
St: 002225; Rena Majore, Petra di Cossu
St: 002226; Birkenhead, Kauri Point
St: 002227; San Antonio de Paclín (CTC), MeteoStar Team
St: 002228; Gardermoen area, Dalsliene
St: 002229; latvia, Salacgriva, Salacgriva
St: 002230; Papirfabrika Jugla, IRIGA60
St: 002231; France, St-Sandoux (Dpt 63)
St: 002232; Vignola Mare, Vignolasports
St: 002233; Paper fabric Jugla, Juglas papirs station
St: 002234; Torre Canne - Fasano, Meteotorrecanne
St: 002235; Tropea, Stazione di Tropea
St: 002236; ran
St: 002237; Serra Da Boa Viagem, IBUARCOS3
St: 002238; Cogolin, Marines de Cogolin
St: 002239; Missen, Übungshang Paragliding Academy
St: 002240; Кайт-Школа "Ветру-Да!", Ветру-Да!
St: 002241; España, León, Boñar, Vuelo Libre León 1
St: 002242; ramo grande, sainlogic
St: 002243; Cap Fréhel, La Chèvrerie du Cap
St: 002244; Barcelona, Catalunya, Centre Municipal Vela de Barcelona (Port Olimpic)
St: 002245; 
St: 002246; 
St: 002247; Wildcat Run, Frontline Weather Station
St: 002248; 
St: 002249; 
St: 002250; 
St: 002251; 
St: 002252; 
St: 002253; 
St: 002254; 
St: 002255; 
St: 002256; 
St: 002257; 
St: 002258; 
St: 002259; Caesarea, Freegull Sea Sports
St: 002260; 
St: 002261; Barcellona Pozzo di Gotto, Barcellona Pozzo di Gotto Nord-Est
St: 002262; El Valle, Baños Y Mendigo, MeteoGalena-Esp
St: 002263; 
St: 002264; Astrum Helicopters - Cisco Base, Astrum Helicopters - Cisco Base
St: 002265; Lumby, BC, Coopers Launch
St: 002266; Pakri, Andrei Gapejev
St: 002267; Upper Uwchlan Twp, Saitta Weather
St: 002268; PG Raná TOP 457m n.m., Raná
St: 002269; Machagai, MeteoStar Team
St: 002270; Villa Berthet, MeteoStar Team
St: 002271; Charata, MeteoStar Team
St: 002272; Santa Sylvina, MeteoStar Team
St: 002273; Hermoso Campo, MeteoStar Team
St: 002274; Lobbes, Lobbes
St: 002275; Serena Beach, CEAZA
St: 002276; Germany, Bavaria, Nussdorf, Selberdingerheim
St: 002277; 
St: 002278; Piombino, Salivoli wind
St: 002279; Sain-Bel, Weather Station Sain-Bel
St: 002280; Genève, Le Creux-de-Genthod, ANBCG
St: 002281; Norway, Troms, Harstad, HPGT Samaåsen
St: 002282; Sain-Bel, Meteo Sain-Bel
St: 002283; Weinsfeld, Weinsfeld-Prum
St: 002284; MeteoSan Pedro, MeteoStar Team
St: 002285; Edifício Expotrade, CSOUTDOORS
St: 002286; Sain-Bel, Meteo Sain-Bel
St: 002287; Sain-Bel, Meteo Sain-Bel
St: 002288; Sain-Bel, Meteo Sain-Bel
St: 002289; Huttwil, üech
St: 002290; El Valle Golf Resort, MeteoGalena-Esp
St: 002291; Jílové, Jílové PG DOLE 320m n.m.
St: 002292; Sweden, Hultsfred, Hultsfred Airport
St: 002293; ❤️💨🌊BOARDHOUSE SPOT🌊💨❤️, SVENCELĖ
St: 002294; Ondřejník, PG Ondřejník TOP 931m n.m.
St: 002295; Anthaven-Aspat-Bodrum, Anthaven-Aspat
St: 002296; La Crau, DIY weather station La Crau
St: 002297; Kosice-Polov, Kosice-Polov
St: 002298; Salmon Arm, BC, Fly Hills Launch
St: 002299; Qurum, Muscat, Sultanate of Oman, RAHBC
St: 002300; Easthampton, MA. USA, W1TN Easthampton, MA
St: 002301; Las Juntas (CTC), MeteoStar Team
St: 002302; Kammer Schörfling, kammerwetter
St: 002303; Bóly, Bóly-AgResearch
St: 002304; Pieve d'olmi, Meteo Campagna
St: 002305; Pearl Island, Oliver Riihiluoma
St: 002306; KHARKIV, MYSTATION
St: 002307; Milzkalns, ski resort Milzkalns2
St: 002308; France - Puy de la Tâche, La Tache (Dpt 63)
St: 002309; Baia San Giorgio, CatSurf
St: 002310; Germany, Sasbachwalden, Sasbachwalden
St: 002311; 
St: 002312; Schönbrunn, Schönbrunn
St: 002313; 
St: 002314; Isthme, Isthme (wind Morbihan)
St: 002315; Port de St Cast, St Cast - diabox
St: 002316; Thierry VELNA, Thierry VELNA
St: 002317; IILEDELA3, IILEDELA3
St: 002318; Saint-Denis 2, source 2
St: 002319; Unknown spot, Unknown WG Station
St: 002320; Unknown spot, Unknown WG Station
St: 002321; Saint-Denis 2, source 2
St: 002322; A Barquiña, Noia, A coruña, EA1JL.MET
St: 002323; Checa-Ur, MeteoStar Team
St: 002324; Sweden, Åre, Draklanda
St: 002325; seaham, lotty
St: 002326; East Norriton, PA, East Norriton, PA
St: 002327; Avilés, Roberto Nava
St: 002328; Rijnsaterwoude, Rijnsaterwoude
St: 002329; Clube Naval de Cascais, CNCFOIL
St: 002330; Mt. Vaca
St: 002331; Sweden, Jämtland, Åre, Draklanda - Åre
St: 002332; Playa Grande, MeteoStar Team
St: 002333; USA, NY, Rocky Point, Rocky Point, Tides Beach
St: 002334; Nautico San Isidro, Lucas Achaval
St: 002335; Wiek, test (jeste tam neni :-)
St: 002336; Coop. de Videla, MeteoStar Team
St: 002337; Bomberos Chivilcoy, MeteoStar Team
St: 002338; Perdigoa, Alandroal, Monte da Perdigoa
St: 002339; Bytom, Szombierki
St: 002340; Latvia, Pavilosta, Pavilosta
St: 002341; Test SIGMET, TEST SIGMET
St: 002342; Stanwell Park, NSW, Australia, FlyStanwell
St: 002343; Gijón, Gijón Este - Somió
St: 002344; Terrace, BC, Copper Mountain Launch
St: 002345; Dirhami, Andrei Gapejev
St: 002346; Pucioasa, Dambovita, Pucioasa
St: 002347; France, Moliets Plage, Moliets
St: 002348; Haapsalu sadam, Andrei Gapejev
St: 002349; Worcester Avenue, IBASINGS39
St: 002350; Swannanoa, Swannanoa
St: 002351; Ashkelon, Zikim - Asa Bro
St: 002352; Varne Boat Club - Greatstone, THE VARNE WATERSPORTS CLUB
St: 002353; Greatstone, TN28 8NR, THE VARNE Watersports Club
St: 002354; LECN, Aeroclub de Castellón
St: 002355; Estación Agrometeorológica INTA EEA San Pedro, MeteoStar Team
St: 002356; Mount 7, Golden, BC, Canada, Mount 7 Lookout
St: 002357; Réunion, Réunion 1
St: 002358; Birkirkara, www.maltaweather.mt
St: 002359; Lemmings beach, Lemmings
St: 002360; Montreal, Celinium Montreal
St: 002361; Poland, EASY SURF Jastarnia
St: 002362; Kunda, Andrei Gapejev
St: 002363; Chapelton Lane, Robin Balmforth
St: 002364; Santa Escolastica, MeteoStar Team
St: 002365; Sant Feliu de Guíxols, GoJo
St: 002366; Anemos Beachclub, Heist - Duinbergen
St: 002367; Lomas del Cauquen
St: 002368; Wijde Aa, Wijde Aa
St: 002369; 汕尾风电, 汕尾风电
St: 002370; Cape May Court House, MurnControl
St: 002371; Kavala Kamares, Kavala Kamares
St: 002372; España, Comunidad Valenciana, Alicante, RCRA Escuela de Vela
St: 002373; Benicassim, Jcp
St: 002374; Estacion_ElPaye, MeteoStar
St: 002375; Malta, Qortin it-Twil - Armier (MEC)
St: 002376; Surfschule Bodensee Überlingen, Surfschule Bodensee
St: 002377; O, V
St: 002378; Praia da Bica, Ilha do Governador
St: 002379; Baden-Württemberg, Bodman-Ludwigshafen, Stettelberg
St: 002380; Sweden, Anders Dagbro
St: 002381; Agro Business SA, MeteoStar Team
St: 002382; KamGES, KamGES
St: 002383; Crozon, Pointe du Menhir
St: 002384; Barcola, Windsurf Club Trieste
St: 002385; Вышний Волочек, Здешево 1chip.ru station, Виндсёрф станция "Ветратория"
St: 002386; Hungary, Tihany, Tihany Panoráma
St: 002387; DAL, Dalsliene Weaterstation
St: 002388; necochea, Defensa Civil Necochea
St: 002389; #SeguimientosVC, MeteoStar Team
St: 002390; Kandakuliya, Kalpitiya, Sri Lanka, BNKR Gym & Cafe
St: 002391; Muingwar Enniscrone, Brusna
St: 002392; Muingwar Enniscrone, Brusna
St: 002393; Novorossiysk, Russia, Aleksino Port Marina
St: 002394; Mykonos, SmartBoat
St: 002395; Edgewatersports - Exmouth Seafront, Edge - Seafront
St: 002396; DC2 test, DC2 test
St: 002397; Kustsurfvereniging Noordwijk (KSN), KSN
St: 002398; jean-vincent ducrocq, jean-vincent ducrocq
St: 002399; Mellsten, Espoo, Haukilahti, Surfing Ry Mellsten
St: 002400; Turkey, Alaçatı İZMİR, ASPC Sports Center
St: 002401; Manguinhos Búzios, Casa Somar
St: 002402; Eastwest Asheville, Michal Planicka
St: 002403; Le Petit Mont Rond (Ain), Le petit mont rond
St: 002404; Saavedra - CABA, Beto Cotton
St: 002405; FunSurf.pl (przy molo w Chałupach), FunSurf.pl wind&kite, FunSurf.pl (przy molo w Chałupach)
St: 002406; Pongakawa, Zanadu
St: 002407; Hlučín
St: 002408; Belgium,Bredene Twins Club, Twins Bredene
St: 002409; Myga Surf City Alaçatı, Myga Surf City
St: 002410; Stredná zdravotnícka škola, DIY station
St: 002411; Preila, SBA Preila
St: 002412; Saavedra CABA, Betocotton
St: 002413; Rautio Sports Surf Center
St: 002414; Ipatinga, IMINASGE18
St: 002415; Veinticinco de Mayo, 25Clima
St: 002416; Switzerland, Nesslau, Stockberg
St: 002417; Kavala-Kamares, IKAVALA9
St: 002418; Sääksjärvi, hysurf
St: 002419; USA, CA, San Bernardino, Marshall Peak - CSS
St: 002420; Sentina kite beach, sentinameteo
St: 002421; Vila Real de Santo António, Foz do Guadiana
St: 002422; Poste MNS Saline-les-bains, Poste MNS Saline-les-bains
St: 002423; Faversham, whitstable
St: 002424; Enoshima, Sailing Center
St: 002425; Unknown spot, Unknown WG Station
St: 002426; Unknown spot, Unknown WG Station
St: 002427; Unknown spot, Unknown WG Station
St: 002428; Unknown spot, Unknown WG Station
St: 002429; Unknown spot, Unknown WG Station
St: 002430; Unknown spot, Unknown WG Station
St: 002431; Unknown spot, Unknown WG Station
St: 002432; Unknown spot, Unknown WG Station
St: 002433; Unknown spot, Unknown WG Station
St: 002434; Unknown spot, Unknown WG Station
St: 002435; Unknown spot, Unknown WG Station
St: 002436; Unknown spot, Unknown WG Station
St: 002437; Unknown spot, Unknown WG Station
St: 002438; Unknown spot, Unknown WG Station
St: 002439; Unknown spot, Unknown WG Station
St: 002440; Unknown spot, Unknown WG Station
St: 002441; Unknown spot, Unknown WG Station
St: 002442; Unknown spot, Unknown WG Station
St: 002443; Unknown spot, Unknown WG Station
St: 002444; Unknown spot, Unknown WG Station
St: 002445; Unknown spot, Unknown WG Station
St: 002446; Unknown spot, Unknown WG Station
St: 002447; Unknown spot, Unknown WG Station
St: 002448; Unknown spot, Unknown WG Station
St: 002449; Unknown spot, Unknown WG Station
St: 002450; Unknown spot, Unknown WG Station
St: 002451; Unknown spot, Unknown WG Station
St: 002452; Unknown spot, Unknown WG Station
St: 002453; Unknown spot, Unknown WG Station
St: 002454; Unknown spot, Unknown WG Station
St: 002455; Unknown spot, Unknown WG Station
St: 002456; Unknown spot, Unknown WG Station
St: 002457; Unknown spot, Unknown WG Station
St: 002458; Unknown spot, Unknown WG Station
St: 002459; Cabo Norte, Cabo Norte
St: 002460; Rozkoš, TJ Slavia jachting
St: 002461; Praia da Bica, RJ, Esporte Clube Jd Guanabara (ECJG) | Juruna Force
St: 002462; Upper Wedgeport, Wedgeport
St: 002463; Millers, Millers Wind
St: 002464; Fonyód, Fonyód - Port Lacaj
St: 002465; Grand Lagoon YC - Pensacola, FL. 32507, Grand Lagoon Yacht Club
St: 002466; PG Velký Javorník TOP 918mnm, SIGMET Velky Javornik
St: 002467; Langevelderslag, Soarwatcher Live Langevelderslag
St: 002468; ESTACIÓN METEOROLOGICA AUTOMÁTICA EMA, Comuna de Chabás
St: 002469; Tres Arroyos, Estacion Nacho
St: 002470; A1 Crich, DIY 1st
St: 002471; Starcross Yacht Club, SYC
St: 002472; Gymea Bay, Gymea Bay Weather
St: 002473; Botafogo | Morada do Sol | Homologação, Botafogo
St: 002474; Villa Maria, Portal 5900
St: 002475; Ярылчагская бухта, село Межводное, Кайт школа К1
St: 002476; Klobben2, SVK, Klobben2
St: 002477; Holzhausen, Holzhausen
St: 002478; 
St: 002479; Perm_Bumatika, Perm_Bumatika
St: 002480; Paje Beach, Mahali Zanzibar
St: 002481; Martin Garcia, MeteoStar Team
St: 002482; Донузлав, Кайт школа "Ветер Перемен"
St: 002483; Baardskeerdersbos, Bluebell
St: 002484; 
St: 002485; Balneário Camboriú, ISCCAMBO3
St: 002486; 
St: 002487; Taura, OT Köthensdorf-Reitzenhain, Davis: Vantage Pro2
St: 002488; 
St: 002489; Spain, León, Babia, Prado Veneiro
St: 002490; 
St: 002491; 
St: 002492; Kleinbaai, MarineDynamics
St: 002493; Kaunas Sukileliai, Sukileliai
St: 002494; 
St: 002495; Unknown spot, Unknown WG Station
St: 002496; Siewisch, PWS Siewisch
St: 002497; Estación Meteorológica Basf Lagos, MeteoStar
St: 002498; Estación Meteorológica Basf Lagos, MeteoStar Team
St: 002499; Hong Kong, Tong Fuk
St: 002500; Illogan, Kernow Weather Team
St: 002501; LABORATORIO DOBLE NN, MeteoStar Team
St: 002502; Slapout, KALWETUM67
St: 002503; Finca Evelina, MeteoStar Team
St: 002504; Germany, Stapelburg, Airfield Stapelburg, Harzer GSS
St: 002505; 
St: 002506; Segelclub Podersdorf Nord, Segelclub Podersdorf Nord
St: 002507; Panorama Hills, EW5393
St: 002508; Sweden, Varberg, Varberg
St: 002509; Rafaela (Santa Fe), gcamperi
St: 002510; hauteville sur mer, Ass Nautique Hautais
St: 002511; 
St: 002512; desk, test4
St: 002513; Necochea, Weather Necochea Argentina
St: 002514; Zaostovye, Zaostovye
St: 002515; Zaostrovye, Zaostrovye
St: 002516; Minde, Minde
St: 002517; Home, Hermit
St: 002518; Manga
St: 002519; Lakhta, Saint-Petersburg, Lakhta / Лахта
St: 002520; La Nora, MeteoStar Team
St: 002521; Athlone, Durban, Basil, Athlone
St: 002522; Sobrescobio (Asturias), Culla D´Arcu
St: 002523; Roxheim, Wetter Roxheim
St: 002524; Chacra Adamow, MeteoStar Team
St: 002525; Florida, Florida
St: 002526; Kaucana, CircoloVelicoKaucana
St: 002527; CircoloVelicoKaucana, CircoloVelicoKaucana
St: 002528; Kewarra Beach, ICAIRNS1
St: 002529; Wanli, Rice
St: 002530; Como esta el San Jorge, MeteoStar Team
St: 002531; Como esta el San Jorge -- Escuela Voler Parapente, (MeteoStar Team)
St: 002532; Villa Constitución Santa Fe, ICONSTIT4
St: 002533; Causeway Bay, HKMC CWB
St: 002534; Ea. Don Alejandro, MeteoStar Team
St: 002535; Ea. La Calma, MeteoStar Team
St: 002536; Casa, MeteoStar Team
St: 002537; Gerrico, MeteoStar Team
St: 002538; Las Lisas, Chiquimulilla, Las Lisas Wind Police
St: 002539; Lincoln, NE, Grand Terrace
St: 002540; martindale, Blaine Carmichael
St: 002541; Chert/Xert, Pla de la Font
St: 002542; Deinze, Windsurfing Deinze
St: 002543; Guayacan, MeteoStar Team
St: 002544; Tierra Brava, MeteoStar Team
St: 002545; LE PORGE, LE PORGE
St: 002546; Conca de Dalt, Sant Martí de Canals
St: 002547; Казантип, Ёхохо 1chip
St: 002548; jaden, jaden
St: 002549; South Half Moon Bay, CA, South HMB
St: 002550; pianoro factory, pianorofactory
St: 002551; Yacht Club, Zelenogorsk (1chip.ru)
St: 002552; Madagascar, Ehoala Port, Ship Loader - SEPL
St: 002553; Aeroclub Capitán Sarmiento, MeteoStar Team
St: 002554; Asturias, David garcia muñoz
St: 002555; Cabo Norte, Cabo Norte
St: 002556; ., .
St: 002557; Геленджик, Paraplan.fun mountain
St: 002558; Rosario (BIGBEN Institute), MeteoStar Team
St: 002559; Sõrve, Andrei Gapejev
St: 002560; Mõntu, Andrei Gapejev
St: 002561; Vilsandi, Andrei Gapejev
St: 002562; Koovi (Vilsandi ja Sõrve keskmine), Andrei Gapejev
St: 002563; Morandi Servicios Aereos, MeteoStar Team
St: 002564; APYCAC, MeteoStar Team
St: 002565; El Goyo, MeteoStar Team
St: 002566; El Chiqui, MeteoStar Team
St: 002567; Cosechar, MeteoStar Team
St: 002568; Crandon Park, MIAMI KITEBOARDING
St: 002569; Anthaven, AHV
St: 002570; Crandon Park, MIAMI KITEBOARDING
St: 002571; Iloni, Iloni
St: 002572; Pärnu, Aloha Surf , Eik
St: 002573; Ship, RST meteoscan 937PRO
St: 002574; Crowborough, Crowborough Weather Station
St: 002575; Iin Röyttä, Iin Röyttä sääasema
St: 002576; Eastern Poway, KCAPOWAY10
St: 002577; Rada Tilly, Observatorio Rada Tilly
St: 002578; Schruns Landeplatz, GSCM Landeplatz
St: 002579; Chigani Alto, MeteoStar Team
St: 002580; Landeplatz Schruns, GSCM LP Schruns
St: 002581; Club Náutico Parana, Wallis&Gill
St: 002582; Westwind Nord, Westwind Nord
St: 002583; Livingstone Cove, Livingstone Cove Weather Station
St: 002584; Planta MAA, MeteoStar Team
St: 002585; Sirquick_MSWifi_1, MeteoStar Team
St: 002586; Sirquick_MSWifi_2, MeteoStar Team
St: 002587; Arinsal, Reefy
St: 002588; Schulensmeer, 4BFT
St: 002589; Aaron Castellanos, Ea. La Calma
St: 002590; Rosario Rowing Club, Wallis&Gill
St: 002591; LA RUE DU FORT RADIO STATION, GJ7DNI
St: 002592; Donabate, Co Dublin, Larkan Weather Station
St: 002593; Fremont, CA, KCAFREMO214
St: 002594; Donabate, Larkan Weather Station
St: 002595; Datchet Water Sailing Club, DWSC
St: 002596; Monino, Monino
St: 002597; waldir di bartolomeo, waldir di bartolomeo
St: 002598; Caxinas, Praia de Caxinas
St: 002599; Renvyle, Renvyle Weather
St: 002600; arroyito, MAZZU
St: 002601; Новоозерное, Donuzlav_novo
St: 002602; PG Knížkovice TOP 375m n.m., Knížkovice
St: 002603; Windsurfing Berkendonk, Windsurfing Berkendonk
St: 002604; Cornwall, Kernow Weather Team
St: 002605; Guadeloupe, Bois Baron
St: 002606; Lago Calima, Club Deportivo Náutico del Pacífico
St: 002607; Golden Heights, ghwx
St: 002608; Vetralla, ESP
St: 002609; SGS Pohlheim, SGS Pohlheim
St: 002610; Hunters Ridge, Pooler, Hunters Ridge Weather
St: 002611; Municipio de San Justo, MeteoStar Team
St: 002612; Land's End, Ed Hoffman
St: 002613; Land's End, Ed Hoffman
St: 002614; DW7447 Guisborough, GuisboroughWx
St: 002615; tanzania-arusha, arusha airport
St: 002616; Zeuthen, Zeuthener See
St: 002617; 
St: 002618; Lozoyuela, Lozoyuela
St: 002619; Silver Rock Beach, Silver Rock Beach & Reef
St: 002620; Wangerooge Airport
St: 002621; ст, Г
St: 002622; Голубицкая-Маяк, Голубицкая-маяк
St: 002623; Мысхако, Мысхако
St: 002624; Central 54, MeteoStar Team
St: 002625; Puerto Moreno, JQCP
St: 002626; Bodrum, Bodrum
St: 002627; Puerto Madryn, froggit_wh4000
St: 002628; Germany, Staudernheim
St: 002629; 81 Kiteclub Ayvalık, 81 Kiteclub Wind Station
St: 002630; Hordnes, Fanafjorden, Porsaneset
St: 002631; Hochfelln-Ost, Hochfelln-Ost
St: 002632; South Turner, South Turner Wx
St: 002633; Plum, Plum
St: 002634; Tybergberg, Matthew Cawcutt
St: 002635; Baie de Plum, Plum
St: 002636; Dollymount, Pure Magic
St: 002637; Lago Puelo, Chacra Adamow
St: 002638; La Camocha (Asturias) - España, 1353
St: 002639; Tojeira, Tojeira
St: 002640; Oeiras, Weather Station RLC
St: 002641; Ashdod, Kshatot - Asa Bro
St: 002642; Granja Educativa Municipal de Almirante Brown, MeteoStar Team
St: 002643; Crescent, Crescent
St: 002644; Ertveldplas, WSV Viking
St: 002645; South Armidale, The Hermitage
St: 002646; Lithuania, Eriskiai, Rojunai, EYRO
St: 002647; 81KiteClub Ayvalık, TR
St: 002648; Baie de Plum, South Calédonia
St: 002649; Club Nautico Cordoba, MeteoStar Team
St: 002650; Gordon’s Bay, GordonsBaySA
St: 002651; El Masnou, Meteo El Masnou
St: 002652; LA RUE DU FORT RADIO STATION, GJ7DNI-13
St: 002653; Cumbuco Ocean View Aparthotel, Cumbuco Ocean View Aparthotel
St: 002654; Za Pilou, Kamenný Újezd
St: 002655; Van Riebeeckstrand, Molo Africa Kite School
St: 002656; Southlake, Texas, Liberty Park
St: 002657; RoundHillVAWX, RoundHillVAWX
St: 002658; Crich, Derbyshire, my garden
St: 002659; Japan, Kumamoto, Amakusa, Kuratake
St: 002660; Longhorn Estates, ROBERT KILGORE
St: 002661; Fairway, KS, KCFAIRHOWE
St: 002662; Hoagland, IN, KA9LHE
St: 002663; PLA DE LA FONT, Xert/Chert - Station Weather
St: 002664; Portillo, Las Terrenas, Portillo
St: 002665; Para Hills West, Para Hills West
St: 002666; Hel, Mariusz Pisarski
St: 002667; Tarifa, Campo de Futbol
St: 002668; Mahomet, East Central Illinois Weather
St: 002669; Berardi - Oliveros, MeteoStar Team
St: 002670; Unknown spot, Unknown WG Station
St: 002671; Unknown spot, Unknown WG Station
St: 002672; Unknown spot, Unknown WG Station
St: 002673; Unknown spot, Unknown WG Station
St: 002674; Spodnja Senica, home station
St: 002675; Unknown spot, Unknown WG Station
St: 002676; Unknown spot, Unknown WG Station
St: 002677; Unknown spot, Unknown WG Station
St: 002678; test, t
St: 002679; Brná, Brná PG Start 450m n.m.
St: 002680; DC Test Y, DC Test Y
St: 002681; Starzeln Baden-Württemberg Germany, Schnaithalde DGFC
St: 002682; Monte Grande, MonteGrandeVickyZoe
St: 002683; BUENAVENTURA, RIO HATO, BUENAVENTURA MARINA
St: 002684; Israel, Gilboa, 7winds Har Shaul
St: 002685; Beit Jean, 7winds Har Haari
St: 002686; Donabate, Donabate PWS The Links
St: 002687; El Gouna, Red Sea Unlimited
St: 002688; Lacul Fundata, IL, Kiteboarding Fundata
St: 002689; Plum
St: 002690; Firmat, Meteo Firmat
St: 002691; Honey Meadows, Honey Meadows Weather Station
St: 002692; Benquerencia, MeteoStar Team
St: 002693; McCauley, Brandon Hogg
St: 002694; France, Col du Joly
St: 002695; 
St: 002696; crotone, FT-0300
St: 002697; IOLR Shikmona Haifa Israel, AsaBro
St: 002698; Municipalidad de General Pinedo, MeteoStar Team
St: 002699; clube naval da fuzeta, CNFUZETA
St: 002700; Ischitella, Don Pablo station
St: 002701; UNSADA, MeteoStar Team
St: 002702; El Pindo_BDP, MeteoStar Team
St: 002703; Burleson, MyBackyard
St: 002704; Middleport, N2YJJ-2
St: 002705; Zlatá Olešnice, Zlatá Olešnice
St: 002706; Oropesa del Mar, Club Náutico Oropesa
St: 002707; Infomet 1, MeteoStar Team
St: 002708; Romania, Mangalia, Mangalia
St: 002709; Austria, Schnifis, Schnifis Ried
St: 002710; Lempes, Lempes
St: 002711; Dealul Cetatii Brasov, Lempes
St: 002712; US, California, Sylmar, Kagel Launch
St: 002713; Hampshire, Skysurfing
St: 002714; 
St: 002715; Lempes, aws20
St: 002716; PORTO, CONDOFOZ
St: 002717; Churchtown, Churchtownweather
St: 002718; Churchtown, Churchtownweather
St: 002719; Glenwoods Keswick Ontario
St: 002720; Churchtown, Churchtownweather
St: 002721; San Luis - La Joaquina, METEOX
St: 002722; SabachoSA, MeteoStar Team
St: 002723; lake Simcoe, Fred's Point, Keswick Ontario
St: 002724; Bonaire, Dunkerbeck-Procenter
St: 002725; Černošice Nová Vráž
